,ID,Tweet,anger,disgust,fear,joy,love,optimism,pessimism,sadness,trust,neg,pos,label,message_processed,message_length
3401,2017-En-30727,"At 12:01, Tumblr became sentient. At 1.:02, Tumblr posted gn animated gif about it. At 12:03, Tumblr shipped itself.",0,0,0,1,0,0,0,0,0,0,1,0,tumblr become sentient tumblr post animated gif tumblr ship,116
3402,2017-En-21496,"@TheSummerIsHere Your ass looks horrible! Oh, is that your face?",1,1,0,0,0,0,0,0,0,2,0,1,as look horrible face,64
3403,2017-En-11381,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage,1,1,0,0,0,0,0,1,0,3,0,1,little frustrates much misplace something look key hour rage,105
3404,2017-En-40556,#ThankYouCGI - Do not grow weary in doing good. #CGI2016,0,0,0,1,0,1,0,0,0,0,2,0,thankyoucgi grow weary good cgi,56
3405,2017-En-40668,@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad,0,0,0,1,0,0,0,0,0,0,1,0,first time slough check new station floor lifeontheroad,90
3406,2017-En-31522,And thus begins my 2 week holiday! ðð\n #holiday  #ghastinoir #rest,0,0,0,1,1,1,0,0,0,0,3,0,thus begin week holiday holiday ghastinoir rest,73
3407,2017-En-10683,@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.,0,0,0,0,0,0,1,0,0,1,0,1,solution assumption medium article every venue cause animosity conversation,127
3408,2017-En-10839,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",0,0,0,1,0,1,0,0,0,0,2,0,grateful hungry people life hungry learn change grow help etc sure anybody well relentless,133
3409,2017-En-40783,@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great,0,0,0,1,1,0,0,0,1,0,3,0,pretty love sky background purple highlight dull color great,135
3411,2017-En-21831,am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :),1,1,0,0,0,0,0,0,0,2,0,1,actual strand dad maself fuckin fire alarm go dunno gaff whole building,131
3412,2017-En-11427,@HillaryClinton It's your party that has divided this nation.  You inflame the minority population as well as pander.  You are a disgrace.,1,1,0,0,0,0,0,0,0,2,0,1,party divide nation inflame minority population well pander disgrace,138
3413,2017-En-40914,It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,1,1,0,0,0,0,1,1,0,4,0,1,really sad order good china likes internet fraudsters government really,138
3414,2017-En-30579,@Devilligan It's a beautifully sincere balancing act of grief and hilarity.,0,0,0,1,1,1,0,0,0,0,3,0,beautifully sincere balance act grief hilarity,75
3415,2017-En-11677,Another loss to city in the cup next ð ðð cmon united! #revenge,1,1,0,0,0,0,0,1,0,3,0,1,another loss city cup next cmon united revenge,72
3417,2017-En-41330,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,0,1,0,0,0,0,0,1,0,2,0,1,own loser twitter sad,102
3418,2017-En-40843,amateur author Twitter might be the most depressing thing I've ever seen,0,0,0,0,0,0,1,1,0,2,0,1,amateur author twitter might depress thing ever see,72
3419,2017-En-10231,@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,1,1,0,0,0,0,0,0,0,2,0,1,wait figure like real quick irritation,107
3420,2017-En-11272,@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,0,0,0,1,1,0,0,0,1,0,3,0,love sing tiff japanese line obviously spoken non japanese way find japanese line,139
3421,2017-En-11081,@ColinOccupantz @JasnaBadzak @proremain and there was I thinking #UKIP were a party of angry old men - how wrong can you be!,1,0,0,0,0,0,0,0,0,1,0,1,think ukip party angry old men wrong,124
3423,2017-En-30783,@faithstrust @TheeCurrentYear imagine being this stupid for trying to chirp because of some racist prick.,1,1,0,0,0,0,0,0,0,2,0,1,imagine stupid try chirp racist prick,105
3424,2017-En-30693,"Tend the sick, Lord Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the joyous;",0,0,0,1,0,1,0,0,0,0,2,0,tend sick lord christ give rest weary bless die soothe suffering pity afflict shield joyous,129
3425,2017-En-40799,@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany ,1,1,1,0,0,0,0,1,0,4,0,1,really offer sacrifice daily keep safe,135
3426,2017-En-30226,"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.",0,0,0,1,0,0,0,0,0,0,1,0,shawty beef one underrated one hip hop history chock full wit bravado hilarity,120
3427,2017-En-30698,"Meanwhile, the so-called Mâs fans sit there knitting or sleeping not sure which but they certainly arenât cheering like the other teams fans",0,0,0,0,0,0,1,0,0,1,0,1,meanwhile call fan sit knit sleep sure certainly cheer like team fan,144
3428,2017-En-10165,I swear if @devincameron23 blocks me I'm going to hit her back #revenge,1,1,0,0,0,0,0,0,0,2,0,1,swear block go hit back revenge,71
3429,2017-En-20077,I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me.,1,1,0,0,0,0,0,1,0,3,0,1,delete save file try load start go freak kill someone pray,138
3430,2017-En-22011,"So looks like @united would rather lose all my business, than let me apply my credits towards my change fee, due to terrorism",0,0,1,0,0,0,1,0,0,2,0,1,look like would rather lose business let apply credit towards change fee due terrorism,125
3431,2017-En-40039,"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",0,0,0,0,0,0,0,1,0,1,0,1,jesus make think vols game see never see win depression,113
3432,2017-En-10545,@bismahmalik .....Seems like a fight ready to rage on.....,1,1,0,0,0,0,0,0,0,2,0,1,seem like fight ready rage,58
3433,2017-En-31074,"âSet a goal to achieve something that is so big, so exhilarating that it excites you and scares you at the same time.â \nâ Bob Proctor",0,0,0,1,0,1,0,0,0,0,2,0,set goal achieve something big exhilarating excite scare time bob proctor,140
3435,2017-En-41317,Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.,1,0,0,0,0,0,0,1,0,2,0,1,sejejs say cibulskis missed time period due injury comment serious apparently doctor,129
3436,2017-En-31579,How do adults remain jovial amidst all the bad news?,0,0,0,1,0,1,0,0,0,0,2,0,adult remain jovial amidst bad news,52
3438,2017-En-21733,On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife,0,0,0,1,0,0,0,0,0,0,1,0,last episode makingamurderer poor brendan glad appeal crime documentary reallife,104
3439,2017-En-21396,Southampton playing really well here. Youngsters Matty Targett and Jake Hesketh in particular and Austin and Long formidable as a front two,0,0,0,1,0,1,0,0,0,0,2,0,southampton playing really well youngster matty targett jake hesketh particular austin long formidable front two,139
3440,2017-En-40402,November #canola lost $5.50 to $464.20 per tonne.,0,0,0,0,0,0,0,0,0,0,0,0,november canola lose per tonne,49
3441,2017-En-11382,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now ,1,1,0,0,0,0,0,0,0,2,0,1,little frustrates much misplace something look key hour,100
3443,2017-En-22030,This brother know we know that his life was not in danger. This gun law got people in this country fearing for their life. White people.,1,1,1,0,0,0,0,0,0,3,0,1,brother know know life danger gun law get people country fear life white people,136
3444,2017-En-21659,Sixth Form: see you at 8:30 in the morning ð­ #revolting children #yr7 #assembly ð­,1,1,0,0,0,0,0,0,0,2,0,1,sixth form see morning revolt child assembly,87
3445,2017-En-11553,Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!,0,0,0,1,0,0,0,0,0,0,1,0,look available store nliquid incense burn stick con smoke home,133
3447,2017-En-41127,sav tells our mom 'I love you' and she responds 'Oh.' ,0,0,0,1,1,1,0,0,0,0,3,0,sav tell mom love responds,54
3448,2017-En-22217,Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours,0,0,1,0,0,0,1,1,0,3,0,1,anxiety drain much energy anxiety sotired needtosleepforhours,93
3449,2017-En-41525,Nutella is pine green forget me nots are ivory frozen is god,0,0,0,1,0,0,0,0,0,0,1,0,nutella pine green forget nots ivory frozen god,60
3450,2017-En-20516,#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger,0,0,1,0,0,0,0,0,0,1,0,1,hillaryclinton follower nervous berniesanders millennials say yes woman potus jillstein warmonger,139
3451,2017-En-22099,#Debates2016 #AskTrumponeQuestion why do you #bully and # insult #people so much more than any other candidate in history? Not leadership,1,1,0,0,0,0,0,1,0,3,0,1,debate asktrumponequestion bully insult people much candidate history leadership,137
3452,2017-En-20529,"Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS",0,0,1,0,0,0,0,0,0,1,0,1,part debunk panic idea either physical symptom negative think behavior begin vicious cycle cbtworks,136
3453,2017-En-30790,@emilyycos the other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong,0,1,0,0,0,0,0,0,0,1,0,1,last night watch ball animate bounce minute figure wrong,132
3454,2017-En-20822,Fosu-Mensa is having a nightmare 15 minutes. Difference between Premier League reserves and League 1 is still wide,0,1,1,0,0,0,1,0,0,3,0,1,fosu mensa nightmare minute difference premier league reserve league still wide,114
3456,2017-En-20760,@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!,0,0,1,0,0,0,0,0,0,1,0,1,flavour danish far good danish pastry daunt make,98
3457,2017-En-30971,@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair,0,0,0,1,0,0,0,0,0,0,1,0,single tear joyous delete monster bring generation despair,135
3458,2017-En-20970,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe ,0,0,0,0,0,0,0,1,0,1,0,1,watch tna first time long time hell happen hardyboys impactonpop wwe,105
3459,2017-En-30351,Watch this amazing live.ly broadcast by @kaylaaa_sartorious  #musically,0,0,0,1,0,1,0,0,0,0,2,0,watch amaze live broadcast musically,71
3460,2017-En-21199,"Ever been really lonely and your phone keeps blowing up, but you just canât pick it up and respond to people?  #recluse #issues",0,1,0,0,0,0,0,1,0,2,0,1,ever really lonely phone keep blow pick respond people recluse issue,129
3461,2017-En-10201,The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.,1,1,0,0,0,0,0,0,0,2,0,1,new gun emoji io enough show anger towards number thing,93
3462,2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,1,1,0,0,0,0,1,1,0,4,0,1,trump presidency dark age usa world would definitely take war short long term pain,143
3463,2017-En-11085,"I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of Â£20 - I was fuming @EmmaGould_ I miss you",1,1,0,0,0,0,0,1,0,3,0,1,golden ocean day lush gag sick waste fume miss,134
3464,2017-En-11513,bows are world of tank creats rubberbath sting weeks of,0,0,0,0,0,0,0,0,0,0,0,0,bow world tank creats rubberbath sting week,55
3465,2017-En-21410,Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening  #youwouldntreadaboutit,0,0,0,1,0,1,0,0,0,0,2,0,conversion random fellow passenger melbourne yesterday even youwouldntreadaboutit,118
3466,2017-En-10954,They gonna give this KKk police bitch the minimum sentence..just wattch #angry,1,1,0,0,0,0,0,1,0,3,0,1,gon give kkk police bitch minimum sentence wattch angry,78
3467,2017-En-21336,Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking ð®ð,1,1,0,0,0,0,0,0,0,2,0,1,fuck fuuuuuuuck watch stageschool awful flatters shock,118
3469,2017-En-11000,@louiseannexx u fucked my house up I'll always hold a grudge,1,1,0,0,0,0,0,0,0,2,0,1,fuck house always hold grudge,60
3470,2017-En-40789,"Stars, when you shine,\nYou know how I feel.\nScent of the pine, \nYou know how I feel.\nFreedom is mine,\nI know how I feel.\nI'm feelin' good.",0,0,0,1,0,1,0,0,0,0,2,0,star shine nyou know feel nscent pine nyou know feel nfreedom mine know feel feelin good,144
3471,2017-En-11374,@JoyAnnReid you're right choice I had to slam him he is one ignorant man and I really resent that statement Don King is an embarrassment,1,1,0,0,0,0,0,0,0,2,0,1,right choice slam one ignorant man really resent statement king embarrassment,136
3472,2017-En-21479,@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare,0,0,1,0,0,0,0,1,0,2,0,1,also car hahahah break lem rearrange car quickly nightmare,104
3473,2017-En-10937,"@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",1,1,0,0,0,0,0,0,0,2,0,1,try let anger seep review resent time waste book like time precious,131
3475,2017-En-10664,"âHe who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.â\nP16:32 #bibleverse #pride #anger",1,1,0,0,0,0,0,0,0,2,0,1,slow anger well mighty rule spirit take city bibleverse pride anger,144
3476,2017-En-30326,Watch this amazing live.ly broadcast by @its.finfin #lively #musically,0,0,0,1,0,0,0,0,0,0,1,0,watch amaze live broadcast finfin lively musically,70
3478,2017-En-40980,Ok it really just sunk in that I'm seeing the ð in a few hours.. wow ðð,0,0,0,1,0,0,0,0,0,0,1,0,really sunk seeing hour wow,80
3479,2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",1,1,0,0,0,0,0,1,0,3,0,1,tell cisn happy purely bojan muni nboth normally fab guy yet completely deject something right,140
3480,2017-En-20544,That old lady is cray cray #scared #BellaIsSoCute  #Empire,0,1,1,0,0,0,0,0,0,2,0,1,old lady cray cray scar bellaissocute empire,58
3481,2017-En-30523,I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,0,0,0,1,0,1,0,0,0,0,2,0,might pay health insurance like sparkle water brussels sprout think adult,122
3482,2017-En-30261,@safaridjh but it's so aesthetically pleasing omg,0,0,0,1,1,1,0,0,0,0,3,0,aesthetically please omg,49
3483,2017-En-31370,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble  #gradschool,0,0,0,0,0,1,0,0,0,0,1,0,reflection grind real work job school ksudsm ksu recruiter instructor tumble gradschool,134
3484,2017-En-11083,Congrats to #Nicole #bb18 ... Fix that nose now ððð» #bitter #petty,0,1,0,0,0,0,0,0,0,1,0,1,congrats nicole fix nose bitter petty,75
3485,2017-En-21126,@Zen1dfabflake You are all our angelic comrades! #flutter,0,0,0,1,0,1,0,0,0,0,2,0,angelic comrade flutter,57
